op_id,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,StageW,StageR1,StageR2,StageR3,StageR,RTT
72057594037939268,1256,2754,64,10976,4362,4526,23938,5742,3022,36,8800,15138
72057594037939392,1254,2592,292,12262,3854,4438,24692,5600,3346,40,8986,15706
72057594037939455,1272,2566,242,12018,3992,4574,24664,5622,3154,36,8812,15852
72057594037939554,1268,2702,250,10768,4778,4600,24366,5494,3002,36,8532,15834
72057594037939694,1272,2708,328,10962,3990,4446,23706,5494,3344,36,8874,14832
72057594037940341,1246,2712,252,9920,3992,4330,22452,5292,3100,36,8428,14024
72057594037940577,1256,2684,252,10644,3992,4300,23128,5400,2990,36,8426,14702
72057594037940956,1254,2696,160,10730,3952,4390,23182,4680,2946,36,7662,15520
72057594037940992,1290,2584,130,10950,3874,4432,23260,4254,3178,36,7468,15792
72057594037940997,1308,2708,172,12852,4044,4458,25542,6090,3286,36,9412,16130
72057594037941093,1254,2506,62,10416,4004,4452,22694,5848,2962,38,8848,13846
72057594037941217,1254,2688,334,10550,3958,4398,23182,5526,2928,40,8494,14688
72057594037941353,1254,2524,164,11436,3860,4314,23552,5688,3198,36,8922,14630
72057594037941438,1266,2572,184,11696,3852,4554,24124,5898,3008,40,8946,15178
72057594037941718,1256,2582,366,10536,3828,4420,22988,5822,3478,34,9334,13654
72057594037941848,1264,2552,300,11880,3992,4370,24358,6338,2984,36,9358,15000
72057594037941865,1262,2512,316,12274,3872,4298,24534,5674,3092,38,8804,15730
72057594037941925,1266,2722,58,11162,4402,4378,23988,4618,3098,36,7752,16236
72057594037942025,1254,2690,162,10722,3914,5286,24028,5438,3052,34,8524,15504
72057594037942106,1262,2604,334,10556,4110,4374,23240,5628,3058,34,8720,14520
72057594037942178,1274,2664,312,12448,3996,4352,25046,7258,2968,34,10260,14786
72057594037942203,1260,2534,240,11962,3728,4412,24136,6124,3042,38,9204,14932
72057594037942397,1250,2572,328,12096,4008,4434,24688,6348,3058,40,9446,15242
72057594037942507,1250,2792,334,10996,4132,4390,23894,6094,3094,36,9224,14670
72057594037942555,1266,2708,334,10512,4150,4484,23454,5414,3052,36,8502,14952
72057594037942846,1248,2606,278,11042,3910,4620,23704,2926,3160,36,6122,17582
72057594037942896,1254,2538,252,10418,3832,4374,22668,4336,3006,38,7380,15288
72057594037942997,1254,2622,120,10620,3832,4368,22816,5608,2998,36,8642,14174
72057594037943141,1262,2518,318,12050,4030,4522,24700,6020,3128,38,9186,15514
72057594037943256,1252,2524,318,12034,4480,4898,25506,5600,3286,36,8922,16584
72057594037943301,1256,2704,136,10902,4020,4428,23446,5480,3100,38,8618,14828
72057594037943417,1260,2762,338,10922,4076,4398,23756,5406,3190,38,8634,15122
72057594037943461,1258,2526,62,11270,3870,4450,23436,5820,3330,36,9186,14250
72057594037943679,1252,2642,174,10554,3910,4364,22896,5640,2870,36,8546,14350
72057594037943901,1278,2698,324,10368,4158,4406,23232,5380,3098,36,8514,14718
72057594037943985,1254,2610,296,11956,3842,4422,24380,6304,3222,36,9562,14818
72057594037944026,1262,2600,186,10864,4226,4428,23566,4742,3306,36,8084,15482
72057594037944198,1258,2690,128,10994,3990,4310,23370,5390,2798,36,8224,15146
72057594037944206,1276,2984,258,10526,3978,4324,23346,4978,3050,11882,19910,3436
72057594037944503,1248,2670,318,10538,4156,4446,23376,5414,3166,36,8616,14760
72057594037944792,1268,2524,146,10224,4562,4440,23164,5586,3020,36,8642,14522
72057594037944944,1258,2548,180,10434,3718,4456,22594,4264,3056,38,7358,15236
72057594037945331,1266,2690,184,11024,3942,4362,23468,5416,3006,36,8458,15010
72057594037945356,1252,2628,272,10448,3964,4380,22944,5134,3134,36,8304,14640
72057594037945884,1254,2694,274,11756,4162,4508,24648,7074,3246,36,10356,14292
72057594037945981,1260,2580,278,10456,4024,4456,23054,5074,2888,40,8002,15052
72057594037946288,1252,2534,276,11642,4000,4442,24146,5672,2920,38,8630,15516
72057594037946332,1250,2692,240,12164,3948,4398,24692,5578,3374,36,8988,15704
72057594037946370,1264,2546,184,11064,3776,4296,23130,5598,3068,36,8702,14428
72057594037946454,1256,2598,512,10580,3880,4436,23262,5600,3328,36,8964,14298
72057594037946524,1256,2660,278,10518,4052,4428,23192,4642,2868,38,7548,15644
72057594037946714,1258,2600,166,10654,4122,4482,23282,5754,3578,40,9372,13910
72057594037946873,1256,2790,288,11502,4056,4406,24298,5412,3036,40,8488,15810
72057594037947018,1258,2680,180,11580,4060,4468,24226,6190,2948,36,9174,15052
72057594037947769,1268,2768,168,10956,4068,4396,23624,6810,2938,36,9784,13840
72057594037947933,1260,2752,338,10782,4054,4272,23458,5462,3328,40,8830,14628
72057594037947940,1254,2608,320,10046,3958,4352,22538,5662,3062,38,8762,13776
72057594037948252,1262,2684,530,10548,3894,4438,23356,5594,3054,36,8684,14672
72057594037948345,1264,2764,188,12056,4188,4738,25198,6724,3126,34,9884,15314
72057594037948446,1268,2718,118,11576,4124,4368,24172,5368,2980,36,8384,15788
72057594037948513,1262,2684,252,10958,3970,4372,23498,5450,3078,38,8566,14932
72057594037948720,1256,2520,272,11544,3892,4444,23928,5844,3318,36,9198,14730
72057594037948744,1274,2748,298,11978,4252,4434,24984,5764,3424,36,9224,15760
72057594037948892,1250,2692,330,10714,3944,4416,23346,5868,3138,36,9042,14304
72057594037948951,1260,2522,110,12188,3794,4400,24274,5788,2934,36,8758,15516
72057594037949044,1686,2702,352,10968,4518,4618,24844,5458,3026,38,8522,16322
72057594037949193,1260,2858,308,10554,3910,4452,23342,4110,3168,36,7314,16028
72057594037949223,1250,2578,120,11520,3870,4374,23712,5570,2972,38,8580,15132
72057594037949451,1262,2630,290,10524,3784,4416,22906,4222,3306,36,7564,15342
72057594037949528,1262,2632,336,11834,3982,4362,24408,5664,3086,36,8786,15622
72057594037949557,1242,2726,422,10918,4008,4806,24122,6716,3332,36,10084,14038
72057594037949636,1250,2754,242,11390,4358,4388,24382,6010,3128,36,9174,15208
72057594037949645,1268,2684,242,10694,3804,4408,23100,4250,3020,36,7306,15794
72057594037949848,1264,2536,176,11466,3810,4468,23720,5776,3518,38,9332,14388
72057594037949860,1262,2604,112,10250,4058,4782,23068,5532,3098,36,8666,14402
72057594037950007,1262,2672,168,12782,4120,4330,25334,6800,3136,36,9972,15362
72057594037950036,1264,2524,242,11528,3858,4340,23756,5666,3132,36,8834,14922
72057594037950101,1260,2634,152,11978,4094,4286,24404,5594,3266,36,8896,15508
72057594037950152,1256,2750,250,10070,4186,4506,23018,5374,3076,36,8486,14532
72057594037950306,1302,2692,120,10976,4706,4674,24470,5462,3272,12028,20762,3708
72057594037950401,1262,2516,472,10990,3756,4424,23420,5578,2956,40,8574,14846
72057594037950551,1432,2540,308,11412,3964,4926,24582,5572,2986,38,8596,15986
72057594037950627,1258,2590,208,10810,3824,4540,23230,4840,3048,36,7924,15306
72057594037950662,1252,2668,280,10570,4178,4424,23372,5440,3112,36,8588,14784
72057594037950669,1264,2558,272,10710,3764,4372,22940,4232,2984,36,7252,15688
72057594037950764,1260,2724,320,10740,4024,4916,23984,6802,2832,40,9674,14310
72057594037951051,1252,2630,238,17438,4206,4308,30072,11238,3054,40,14332,15740
72057594037951104,1254,2592,292,11740,3954,4424,24256,5992,2900,38,8930,15326
72057594037951454,1266,2728,58,10660,4232,4414,23358,5296,2858,36,8190,15168
72057594037951721,1260,2550,120,11428,3872,4442,23672,5664,3102,38,8804,14868
72057594037951881,1272,2684,330,10938,4038,4454,23716,5818,3032,36,8886,14830
72057594037952010,1250,3126,332,18788,4144,4400,32040,5358,10948,36,16342,15698
72057594037952374,1280,2766,58,12278,4342,4660,25384,5506,3330,34,8870,16514
72057594037952419,1266,2582,252,10668,3804,4402,22974,5734,2946,36,8716,14258
72057594037952426,1274,2596,244,10438,4470,4766,23788,5654,2852,36,8542,15246
72057594037952525,1522,2516,164,11538,3964,4922,24626,5676,3184,36,8896,15730
72057594037952725,1268,2604,278,11222,3838,4308,23518,5586,3806,38,9430,14088
72057594037952904,1266,2726,322,10888,3992,4434,23628,5874,3306,36,9216,14412
72057594037952989,1298,2744,318,11660,4236,4416,24672,5452,2794,36,8282,16390
72057594037953188,1254,2622,554,12000,4044,4376,24850,7100,3044,38,10182,14668
72057594037953202,1256,2570,330,10688,3778,4524,23146,5748,3058,36,8842,14304
72057594037953475,1256,2730,264,10998,4052,4424,23724,6618,2964,36,9618,14106
72057594037954593,1254,2684,242,11782,4156,4466,24584,6094,3068,36,9198,15386
72057594037954701,1262,2550,296,11634,3834,4426,24002,5614,3154,36,8804,15198
72057594037954796,1256,2734,64,11720,4188,4362,24324,5378,2832,40,8250,16074
72057594037955157,1252,2588,302,10608,3828,4480,23058,5734,3186,36,8956,14102
72057594037955475,1256,2546,272,12240,3772,4442,24528,6034,3300,36,9370,15158
72057594037955744,1266,2796,138,11198,4192,4388,23978,5438,3070,36,8544,15434
72057594037956255,1250,2732,320,10510,4210,4472,23494,5346,3240,36,8622,14872
72057594037956288,1264,2572,166,14554,3808,4506,26870,11574,3366,36,14976,11894
72057594037956299,1258,2574,300,10560,4016,4376,23084,5746,3108,34,8888,14196
72057594037956315,1344,2676,64,11566,3994,4308,23952,5482,3100,36,8618,15334
72057594037956407,1264,2686,172,12326,4116,4926,25490,5446,3334,40,8820,16670
72057594037956416,1258,2600,664,18984,3806,4804,32116,12860,3822,36,16718,15398
72057594037956440,1272,2542,186,11844,3988,4402,24234,6374,3088,38,9500,14734
72057594037956912,1274,2520,294,11546,3914,5366,24914,5688,3376,36,9100,15814
72057594037957335,1254,2534,252,11652,3892,4524,24108,5884,3352,40,9276,14832
72057594037957621,1270,2770,124,10096,4204,4272,22736,5626,2978,36,8640,14096
72057594037957669,1256,2532,138,10762,3750,4440,22878,5654,2846,36,8536,14342
72057594037957722,1268,2622,56,10566,4108,4430,23050,4372,2962,34,7368,15682
72057594037957807,1252,2514,122,11028,3850,4440,23206,4812,3116,36,7964,15242
72057594037957950,1266,2602,312,10956,3924,4382,23442,4884,3028,34,7946,15496
72057594037957968,1250,2648,278,11412,3994,4402,23984,5874,2966,36,8876,15108
72057594037958255,1268,2532,262,12284,3964,4386,24696,5588,3352,36,8976,15720
72057594037958509,1260,2710,172,11258,4094,4584,24078,6214,3326,36,9576,14502
72057594037959212,1260,2746,358,12182,4060,4442,25048,7118,3304,36,10458,14590
72057594037959328,1270,9802,302,11244,4348,5338,32304,12810,2868,36,15714,16590
72057594037959632,1256,2590,272,10952,4010,4444,23524,5478,3306,38,8822,14702
72057594037959810,1260,2526,254,10574,3808,4396,22818,5762,3116,40,8918,13900
72057594037960155,1252,2668,120,11090,3990,4376,23496,5428,3132,38,8598,14898
72057594037960314,1262,2730,250,10670,3964,5272,24148,2666,2980,38,5684,18464
72057594037960956,1254,2528,138,10864,4412,4400,23596,4326,3278,36,7640,15956
72057594037961095,1262,2768,138,10442,11370,4430,30410,5416,3138,48,8602,21808
72057594037961166,1250,2550,120,11652,4004,4422,23998,5794,3000,40,8834,15164
72057594037961426,1288,2758,298,12520,4106,4464,25434,5510,3654,36,9200,16234
72057594037961431,1294,2532,128,11492,3888,4430,23764,4246,3124,36,7406,16358
72057594037961432,1272,2526,452,11778,3888,4446,24362,5602,2944,36,8582,15780
72057594037961772,1264,2722,250,12086,4054,4396,24772,6666,3572,40,10278,14494
72057594037962132,1258,2548,132,11042,3846,5048,23874,5786,2968,40,8794,15080
72057594037962151,1256,11540,272,11384,3970,4266,32688,14578,3362,38,17978,14710
72057594037962243,1254,2786,326,11936,4316,4408,25026,5988,3154,34,9176,15850
72057594037962319,1268,2670,120,16358,4028,4952,29396,11260,3468,34,14762,14634
72057594037962407,1258,2638,274,11726,3950,4440,24286,5640,3124,42,8806,15480
72057594037962490,1270,2720,160,12316,4062,12158,32686,6676,2946,40,9662,23024
72057594037962621,1264,3034,184,10446,4014,4512,23454,4334,3342,38,7714,15740
72057594037963134,1260,2592,296,11854,4016,4500,24518,5630,3192,36,8858,15660
72057594037963767,1482,2674,292,11062,4292,4894,24696,6614,3072,36,9722,14974
72057594037963823,1270,2506,272,11256,3904,4424,23632,6538,3184,36,9758,13874
72057594037964346,1264,2906,170,11958,4268,4508,25074,5786,3024,36,8846,16228
72057594037964416,1254,2898,336,11744,3968,4420,24620,6084,2988,36,9108,15512
72057594037964463,1594,2548,248,11008,4400,4352,24150,4400,3310,34,7744,16406
72057594037964723,1254,2712,276,10030,4122,4408,22802,5494,2974,34,8502,14300
72057594037964823,1256,2544,194,10870,3780,4376,23020,4282,3096,38,7416,15604
72057594037964941,1264,2514,292,11400,3990,4312,23772,5604,3000,36,8640,15132
72057594037965390,1264,2518,250,12150,3834,4340,24356,4524,3272,36,7832,16524
72057594037965532,1268,2706,330,12180,3986,5262,25732,5786,3090,36,8912,16820
72057594037965680,1250,2548,276,10884,3724,5008,23690,5654,3200,38,8892,14798
72057594037966018,1310,2542,496,11598,3906,4412,24264,5650,3034,36,8720,15544
72057594037966449,1254,2598,250,11614,4032,4474,24222,5750,3004,36,8790,15432
72057594037966633,1256,2544,322,10498,3830,4386,22836,5772,2952,34,8758,14078
72057594037966867,1256,2536,128,10982,4128,4970,24000,4464,3222,38,7724,16276
72057594037966942,1252,2746,278,10858,4062,4598,23794,5490,3064,36,8590,15204
72057594037967140,1258,2890,178,11822,3960,4478,24586,6218,3120,36,9374,15212
72057594037967544,1262,2682,294,10800,3966,4608,23612,5502,2944,36,8482,15130
72057594037967601,1250,2578,184,11508,3942,4360,23822,5736,3226,42,9004,14818
72057594037967698,1272,2820,274,10866,4074,4412,23718,4874,3056,36,7966,15752
72057594037967736,1256,2660,332,12008,4816,4818,25890,5386,3814,36,9236,16654
72057594037967880,1258,2758,198,11202,4234,4332,23982,5514,2986,38,8538,15444
72057594037967940,1262,2746,318,10890,4366,4644,24226,5490,3106,38,8634,15592
72057594037968036,1262,2622,182,12020,4134,4570,24790,5952,3052,36,9040,15750
72057594037968111,1262,2538,242,10436,4006,4256,22740,5700,3050,40,8790,13950
72057594037968859,1260,2682,272,10992,4008,4536,23750,5440,3004,36,8480,15270
72057594037968956,1302,2518,182,11912,4004,4366,24284,5806,2750,34,8590,15694
72057594037969426,1250,2792,274,10326,4482,4644,23768,5540,3266,36,8842,14926
72057594037969811,1250,2534,296,10796,3780,4302,22958,4628,2928,36,7592,15366
72057594037969852,1308,2548,58,11046,4030,4332,23322,4272,2866,40,7178,16144
72057594037970005,1248,2568,170,10544,3842,4432,22804,5718,2806,40,8564,14240
72057594037970337,1250,2674,332,10818,4170,4444,23688,5422,3286,36,8744,14944
72057594037970473,1252,2562,330,11854,3826,4366,24190,5768,3228,40,9036,15154
72057594037970533,1260,2498,64,20470,3978,4420,32690,4814,12988,36,17838,14852
72057594037970594,1246,2666,246,9654,4008,4338,22158,5450,2880,36,8366,13792
72057594037970775,1262,2540,156,9894,3888,4402,22142,2792,3074,36,5902,16240
72057594037971326,1250,2622,336,10364,4180,4872,23624,5580,3146,36,8762,14862
72057594037971418,1266,2614,58,12166,4138,4348,24590,5728,3088,34,8850,15740
72057594037971546,1258,2610,138,12194,4634,4386,25220,5540,3106,38,8684,16536
72057594037971682,1250,2742,192,10588,4204,4396,23372,5466,3184,38,8688,14684
72057594037971877,1262,2534,252,10278,3876,4336,22538,4428,2800,12648,19876,2662
72057594037971953,1262,2566,280,13902,3938,4426,26374,12216,3426,36,15678,10696
72057594037972371,1260,2508,300,12590,4338,5000,25996,5940,3108,36,9084,16912
